"sg_uf";"cd_municipio";"nm_municipio";"nr_zona";"nr_secao";"qt_votos_presidente";"qt_votos_pre_22";"qt_votos_pre_13";"qt_votos_pre_outros";"qt_votos_governador";"url_tse"
"SP";"71072";"SÃO PAULO";"398";"173";"281";"107";"125";"49";"268";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=398;se=173/dados-de-urna/boletim-de-urna"
"SP";"70750";"SÃO BERNARDO DO CAMPO";"296";"339";"317";"93";"172";"52";"298";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=70750;zn=296;se=339/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"392";"287";"291";"104";"128";"59";"285";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=392;se=287/dados-de-urna/boletim-de-urna"
"SP";"69213";"PRAIA GRANDE";"406";"280";"301";"143";"120";"38";"300";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=69213;zn=406;se=280/dados-de-urna/boletim-de-urna"
"SP";"70718";"SANTOS";"273";"328";"168";"77";"70";"21";"141";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=70718;zn=273;se=328/dados-de-urna/boletim-de-urna"
"SP";"61638";"ARARAQUARA";"13";"396";"126";"52";"55";"19";"121";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=61638;zn=13;se=396/dados-de-urna/boletim-de-urna"
"SP";"64157";"FERRAZ DE VASCONCELOS";"401";"427";"209";"78";"98";"33";"208";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=64157;zn=401;se=427/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"353";"957";"327";"90";"179";"58";"325";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=353;se=957/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"372";"624";"300";"59";"198";"43";"296";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=372;se=624/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"413";"305";"321";"114";"120";"87";"317";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=413;se=305/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"404";"393";"265";"75";"156";"34";"259";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=404;se=393/dados-de-urna/boletim-de-urna"
"SP";"70998";"SÃO JOSÉ DOS CAMPOS";"282";"171";"221";"103";"84";"34";"218";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=70998;zn=282;se=171/dados-de-urna/boletim-de-urna"
"SP";"63770";"DIADEMA";"222";"340";"293";"99";"145";"49";"284";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=63770;zn=222;se=340/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"374";"343";"306";"90";"151";"65";"301";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=374;se=343/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"256";"329";"320";"125";"158";"37";"319";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=256;se=329/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"2";"502";"241";"63";"139";"39";"222";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=2;se=502/dados-de-urna/boletim-de-urna"
"SP";"64297";"FRANCO DA ROCHA";"192";"263";"318";"113";"163";"42";"310";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=64297;zn=192;se=263/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"6";"314";"329";"103";"140";"86";"317";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=6;se=314/dados-de-urna/boletim-de-urna"
"SP";"70750";"SÃO BERNARDO DO CAMPO";"414";"224";"227";"95";"90";"42";"226";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=70750;zn=414;se=224/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"381";"456";"296";"83";"154";"59";"293";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=381;se=456/dados-de-urna/boletim-de-urna"
"SP";"71218";"SÃO VICENTE";"340";"357";"304";"135";"126";"43";"301";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71218;zn=340;se=357/dados-de-urna/boletim-de-urna"
"SP";"64777";"GUARULHOS";"185";"15";"325";"95";"174";"56";"321";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=64777;zn=185;se=15/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"251";"124";"306";"96";"128";"82";"302";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=251;se=124/dados-de-urna/boletim-de-urna"
"SP";"67890";"OSASCO";"331";"300";"315";"100";"165";"50";"306";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=67890;zn=331;se=300/dados-de-urna/boletim-de-urna"
"SP";"67130";"MOGI DAS CRUZES";"319";"301";"168";"32";"122";"14";"163";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=67130;zn=319;se=301/dados-de-urna/boletim-de-urna"
"SP";"69299";"PRESIDENTE PRUDENTE";"402";"130";"110";"65";"28";"17";"108";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=69299;zn=402;se=130/dados-de-urna/boletim-de-urna"
"SP";"70971";"SÃO JOSÉ DO RIO PRETO";"268";"171";"265";"153";"70";"42";"260";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=70971;zn=268;se=171/dados-de-urna/boletim-de-urna"
"SP";"64297";"FRANCO DA ROCHA";"192";"466";"121";"49";"55";"17";"105";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=64297;zn=192;se=466/dados-de-urna/boletim-de-urna"
"SP";"62138";"BARUERI";"386";"633";"190";"45";"116";"29";"179";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=62138;zn=386;se=633/dados-de-urna/boletim-de-urna"
"SP";"70718";"SANTOS";"272";"411";"315";"130";"107";"78";"313";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=70718;zn=272;se=411/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"280";"814";"305";"107";"152";"46";"303";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=280;se=814/dados-de-urna/boletim-de-urna"
"SP";"69299";"PRESIDENTE PRUDENTE";"402";"152";"219";"156";"41";"22";"218";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=69299;zn=402;se=152/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"422";"393";"348";"156";"115";"77";"344";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=422;se=393/dados-de-urna/boletim-de-urna"
"SP";"63118";"CARAGUATATUBA";"206";"298";"154";"4";"143";"7";"150";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=63118;zn=206;se=298/dados-de-urna/boletim-de-urna"
"SP";"69299";"PRESIDENTE PRUDENTE";"101";"123";"207";"129";"49";"29";"197";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=69299;zn=101;se=123/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"352";"521";"326";"95";"162";"69";"322";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=352;se=521/dados-de-urna/boletim-de-urna"
"SP";"70998";"SÃO JOSÉ DOS CAMPOS";"411";"394";"348";"210";"95";"43";"330";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=70998;zn=411;se=394/dados-de-urna/boletim-de-urna"
"SP";"62294";"BIRIGUI";"25";"251";"238";"160";"57";"21";"237";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=62294;zn=25;se=251/dados-de-urna/boletim-de-urna"
"SP";"67130";"MOGI DAS CRUZES";"319";"290";"321";"141";"111";"69";"319";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=67130;zn=319;se=290/dados-de-urna/boletim-de-urna"
"SP";"71838";"TAUBATÉ";"407";"189";"308";"186";"80";"42";"302";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71838;zn=407;se=189/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"353";"781";"244";"90";"110";"44";"241";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=353;se=781/dados-de-urna/boletim-de-urna"
"SP";"70998";"SÃO JOSÉ DOS CAMPOS";"411";"357";"296";"128";"120";"48";"292";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=70998;zn=411;se=357/dados-de-urna/boletim-de-urna"
"SP";"66192";"JUNDIAÍ";"424";"271";"275";"128";"98";"49";"249";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=66192;zn=424;se=271/dados-de-urna/boletim-de-urna"
"SP";"70750";"SÃO BERNARDO DO CAMPO";"283";"288";"330";"147";"115";"68";"323";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=70750;zn=283;se=288/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"2";"330";"312";"94";"157";"61";"302";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=2;se=330/dados-de-urna/boletim-de-urna"
"SP";"61638";"ARARAQUARA";"13";"238";"151";"68";"61";"22";"149";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=61638;zn=13;se=238/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"389";"378";"300";"61";"186";"53";"295";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=389;se=378/dados-de-urna/boletim-de-urna"
"SP";"71455";"SOROCABA";"343";"273";"258";"133";"74";"51";"257";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71455;zn=343;se=273/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"248";"843";"329";"102";"170";"57";"323";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=248;se=843/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"257";"304";"250";"98";"111";"41";"248";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=257;se=304/dados-de-urna/boletim-de-urna"
"SP";"63614";"COTIA";"227";"614";"315";"150";"108";"57";"295";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=63614;zn=227;se=614/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"248";"139";"310";"102";"143";"65";"307";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=248;se=139/dados-de-urna/boletim-de-urna"
"SP";"70750";"SÃO BERNARDO DO CAMPO";"409";"55";"227";"108";"77";"42";"225";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=70750;zn=409;se=55/dados-de-urna/boletim-de-urna"
"SP";"70475";"SANTANA DE PARNAÍBA";"386";"188";"310";"88";"181";"41";"306";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=70475;zn=386;se=188/dados-de-urna/boletim-de-urna"
"SP";"69698";"RIBEIRÃO PRETO";"108";"111";"284";"140";"102";"42";"260";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=69698;zn=108;se=111/dados-de-urna/boletim-de-urna"
"SP";"70750";"SÃO BERNARDO DO CAMPO";"174";"299";"215";"69";"125";"21";"212";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=70750;zn=174;se=299/dados-de-urna/boletim-de-urna"
"SP";"71455";"SOROCABA";"271";"121";"303";"175";"92";"36";"300";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71455;zn=271;se=121/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"248";"810";"293";"107";"142";"44";"286";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=248;se=810/dados-de-urna/boletim-de-urna"
"SP";"70718";"SANTOS";"273";"311";"324";"161";"115";"48";"322";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=70718;zn=273;se=311/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"6";"157";"313";"105";"145";"63";"300";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=6;se=157/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"254";"331";"267";"128";"83";"56";"261";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=254;se=331/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"5";"316";"325";"151";"92";"82";"323";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=5;se=316/dados-de-urna/boletim-de-urna"
"SP";"70998";"SÃO JOSÉ DOS CAMPOS";"412";"441";"328";"173";"112";"43";"324";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=70998;zn=412;se=441/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"371";"659";"249";"72";"133";"44";"248";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=371;se=659/dados-de-urna/boletim-de-urna"
"SP";"68756";"PIRACICABA";"270";"424";"335";"171";"117";"47";"332";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=68756;zn=270;se=424/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"413";"19";"284";"115";"106";"63";"278";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=413;se=19/dados-de-urna/boletim-de-urna"
"SP";"69213";"PRAIA GRANDE";"317";"182";"309";"190";"81";"38";"305";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=69213;zn=317;se=182/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"373";"581";"299";"92";"160";"47";"296";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=373;se=581/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"372";"528";"330";"83";"197";"50";"328";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=372;se=528/dados-de-urna/boletim-de-urna"
"SP";"65790";"ITU";"59";"385";"298";"142";"92";"64";"293";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=65790;zn=59;se=385/dados-de-urna/boletim-de-urna"
"SP";"70750";"SÃO BERNARDO DO CAMPO";"284";"240";"162";"69";"61";"32";"159";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=70750;zn=284;se=240/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"1";"289";"152";"55";"63";"34";"150";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=1;se=289/dados-de-urna/boletim-de-urna"
"SP";"61557";"ARAÇATUBA";"11";"136";"297";"162";"83";"52";"295";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=61557;zn=11;se=136/dados-de-urna/boletim-de-urna"
"SP";"66397";"LIMEIRA";"399";"358";"99";"62";"23";"14";"97";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=66397;zn=399;se=358/dados-de-urna/boletim-de-urna"
"SP";"69698";"RIBEIRÃO PRETO";"305";"93";"327";"183";"99";"45";"308";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=69698;zn=305;se=93/dados-de-urna/boletim-de-urna"
"SP";"71455";"SOROCABA";"137";"135";"272";"147";"72";"53";"262";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71455;zn=137;se=135/dados-de-urna/boletim-de-urna"
"SP";"61638";"ARARAQUARA";"13";"101";"194";"82";"82";"30";"189";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=61638;zn=13;se=101/dados-de-urna/boletim-de-urna"
"SP";"69698";"RIBEIRÃO PRETO";"305";"352";"65";"36";"21";"8";"61";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=69698;zn=305;se=352/dados-de-urna/boletim-de-urna"
"SP";"69698";"RIBEIRÃO PRETO";"305";"348";"352";"191";"122";"39";"334";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=69698;zn=305;se=348/dados-de-urna/boletim-de-urna"
"SP";"63770";"DIADEMA";"329";"324";"321";"123";"162";"36";"309";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=63770;zn=329;se=324/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"398";"150";"326";"126";"130";"70";"321";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=398;se=150/dados-de-urna/boletim-de-urna"
"SP";"62197";"BAURU";"23";"304";"310";"152";"110";"48";"309";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=62197;zn=23;se=304/dados-de-urna/boletim-de-urna"
"SP";"62197";"BAURU";"23";"100";"301";"182";"72";"47";"297";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=62197;zn=23;se=100/dados-de-urna/boletim-de-urna"
"SP";"67890";"OSASCO";"315";"272";"201";"67";"109";"25";"199";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=67890;zn=315;se=272/dados-de-urna/boletim-de-urna"
"SP";"63134";"CARAPICUÍBA";"303";"474";"310";"113";"151";"46";"306";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=63134;zn=303;se=474/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"413";"100";"320";"141";"111";"68";"319";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=413;se=100/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"376";"553";"295";"112";"125";"58";"288";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=376;se=553/dados-de-urna/boletim-de-urna"
"SP";"61727";"HORTOLÂNDIA";"361";"234";"321";"151";"125";"45";"314";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=61727;zn=361;se=234/dados-de-urna/boletim-de-urna"
"SP";"66818";"MARÍLIA";"400";"283";"262";"179";"52";"31";"261";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=66818;zn=400;se=283/dados-de-urna/boletim-de-urna"
"SP";"70998";"SÃO JOSÉ DOS CAMPOS";"127";"618";"319";"152";"101";"66";"316";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=70998;zn=127;se=618/dados-de-urna/boletim-de-urna"
"SP";"66397";"LIMEIRA";"399";"349";"266";"173";"62";"31";"265";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=66397;zn=399;se=349/dados-de-urna/boletim-de-urna"
"SP";"71510";"SUZANO";"181";"327";"326";"120";"145";"61";"324";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71510;zn=181;se=327/dados-de-urna/boletim-de-urna"
"SP";"69795";"RIO CLARO";"110";"91";"313";"197";"61";"55";"309";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=69795;zn=110;se=91/dados-de-urna/boletim-de-urna"
"SP";"71455";"SOROCABA";"137";"120";"314";"174";"88";"52";"310";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71455;zn=137;se=120/dados-de-urna/boletim-de-urna"
"SP";"66192";"JUNDIAÍ";"424";"38";"326";"204";"61";"61";"324";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=66192;zn=424;se=38/dados-de-urna/boletim-de-urna"
"SP";"71579";"TABOÃO DA SERRA";"416";"54";"277";"71";"143";"63";"273";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71579;zn=416;se=54/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"320";"123";"270";"110";"94";"66";"259";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=320;se=123/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"6";"25";"311";"110";"129";"72";"293";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=6;se=25/dados-de-urna/boletim-de-urna"
"SP";"70718";"SANTOS";"273";"271";"306";"149";"92";"65";"305";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=70718;zn=273;se=271/dados-de-urna/boletim-de-urna"
"SP";"62197";"BAURU";"23";"336";"319";"151";"113";"55";"313";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=62197;zn=23;se=336/dados-de-urna/boletim-de-urna"
"SP";"64777";"GUARULHOS";"185";"104";"311";"114";"138";"59";"308";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=64777;zn=185;se=104/dados-de-urna/boletim-de-urna"
"SP";"65897";"JACAREÍ";"396";"14";"248";"117";"85";"46";"247";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=65897;zn=396;se=14/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"280";"793";"278";"89";"133";"56";"271";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=280;se=793/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"2";"236";"305";"72";"183";"50";"303";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=2;se=236/dados-de-urna/boletim-de-urna"
"SP";"65471";"ITAPETININGA";"52";"406";"284";"183";"74";"27";"281";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=65471;zn=52;se=406/dados-de-urna/boletim-de-urna"
"SP";"62499";"BOTUCATU";"26";"382";"297";"102";"143";"52";"290";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=62499;zn=26;se=382/dados-de-urna/boletim-de-urna"
"SP";"69698";"RIBEIRÃO PRETO";"265";"109";"239";"109";"83";"47";"235";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=69698;zn=265;se=109/dados-de-urna/boletim-de-urna"
"SP";"69698";"RIBEIRÃO PRETO";"266";"150";"277";"99";"146";"32";"273";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=69698;zn=266;se=150/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"258";"547";"280";"123";"82";"75";"266";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=258;se=547/dados-de-urna/boletim-de-urna"
"SP";"70750";"SÃO BERNARDO DO CAMPO";"296";"299";"331";"89";"195";"47";"319";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=70750;zn=296;se=299/dados-de-urna/boletim-de-urna"
"SP";"69698";"RIBEIRÃO PRETO";"305";"116";"252";"121";"94";"37";"241";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=69698;zn=305;se=116/dados-de-urna/boletim-de-urna"
